Employee1ID,Employee2ID
E334810,E764326
E334810,E084794
E841000,E510368
E841000,E911581
E841000,E871814
E007274,E642849
E007274,E057498
E007274,E383818
E007274,E563227
E007274,E383366
E019839,E093354
E019839,E602955
E019839,E387703
E019839,E938756
E019839,E569371
E496570,E890851
E496570,E614785
E496570,E759000
E590594,E309886
E590594,E991256
E590594,E936929
E590594,E825196
E590594,E637363
E199145,E706545
E199145,E828667
E199145,E183219
E199145,E364556
E199145,E467780
E991256,E214028
E991256,E234312
E283141,E958082
E283141,E720085
E283141,E770199
E283141,E662825
E497953,E980025
E497953,E605048
E497953,E027498
E497953,E307884
E497953,E094395
E286308,E405545
E286308,E399153
E690599,E367630
E690599,E106264
E690599,E415092
E464300,E456333
E464300,E643498
E464300,E446594
E464300,E445647
E537231,E458478
E537231,E807928
E537231,E399863
E261309,E661332
E261309,E568312
E295503,E283572
E295503,E514729
E295503,E415092
E295503,E068640
E295503,E735599
E482453,E656687
E482453,E052588
E482453,E642110
E482453,E780546
E482453,E952490
E956360,E334982
E956360,E776447
E956360,E256487
E474675,E169926
E474675,E283572
E474675,E649876
E537186,E252653
E537186,E210592
E537186,E660248
E707806,E840443
E707806,E991816
E707806,E499487
E707806,E430818
E847204,E611019
E847204,E083750
E847204,E318700
E847204,E069770
E499487,E556467
E499487,E123297
E073277,E540388
E073277,E930442
E073277,E200670
E103007,E284720
E103007,E405803
E805679,E180248
E805679,E349480
E805679,E765224
E805679,E549074
E805679,E413951
E644259,E545174
E644259,E456333
E644259,E199081
E644259,E523763
E725540,E783284
E725540,E560892
E725540,E177180
E471278,E494503
E471278,E635056
E471278,E450401
E003847,E070053
E003847,E968437
E003847,E230616
E041514,E421939
E041514,E078719
E041514,E373415
E041514,E471782
E041514,E356768
E833538,E534619
E833538,E897405
E833538,E426335
E833538,E525440
E833538,E053253
E466335,E173682
E466335,E421972
E466335,E277950
E104128,E430954
E104128,E094395
E104128,E112632
E104128,E971115
E728745,E133747
E728745,E977536
E728745,E772804
E790336,E330022
E790336,E615700
E790336,E360283
E790336,E025087
E790336,E388588
E440196,E911581
E440196,E405803
E269446,E401953
E269446,E770199
E893539,E712515
E893539,E142010
E893539,E092730
E369163,E910128
E369163,E712188
E369163,E450999
E965744,E654020
E965744,E556895
E965744,E929472
E965744,E069770
E965744,E847204
E535185,E706545
E535185,E844943
E735599,E106264
E735599,E090205
E735599,E649876
E735599,E579432
E770199,E399648
E770199,E335635
E770199,E185738
E770199,E274484
E410709,E006202
E410709,E257082
E480714,E304016
E480714,E814368
E480714,E442596
E791082,E780546
E791082,E759073
E252653,E660248
E252653,E467674
E252653,E073714
E693744,E405803
E693744,E284720
E693744,E156986
E693744,E615516
E462659,E691634
E462659,E019694
E106125,E497343
E106125,E106094
E106125,E295503
E106125,E579432
E106125,E169926
E813973,E833538
E813973,E949079
E938756,E762705
E938756,E356768
E906500,E703871
E906500,E257082
E906500,E788426
E842659,E659035
E842659,E875826
E937032,E334892
E937032,E152675
E585339,E497953
E585339,E315637
E585339,E400282
E585339,E433401
E283572,E210326
E283572,E840916
E283572,E337653
E283572,E690599
E328233,E277515
E328233,E863629
E328233,E919247
E328233,E329019
E092721,E417825
E092721,E209860
E092721,E981285
E873041,E738365
E873041,E679935
E873041,E170100
E873041,E217071
E540857,E482247
E540857,E821994
E540857,E504567
E540857,E269446
E540857,E981285
E316715,E252577
E316715,E400282
E316715,E124296
E316715,E609354
E316715,E935148
E807428,E469662
E807428,E792526
E807428,E233950
E807428,E401144
E807428,E399691
E169518,E896104
E169518,E626435
E137575,E655294
E137575,E117556
E137575,E841000
E137575,E156986
E829382,E933670
E829382,E554326
E199081,E699457
E199081,E357741
E053293,E951548
E053293,E981285
E053293,E188933
E053293,E599158
E515407,E756355
E515407,E996239
E515407,E691634
E226385,E368351
E226385,E646698
E226385,E484845
E690064,E106264
E690064,E396971
E690064,E295503
E190723,E552063
E190723,E281144
E190723,E262215
E190723,E464300
E190723,E576097
E788801,E548754
E788801,E227339
E192106,E068422
E192106,E921757
E192106,E092730
E680237,E424494
E680237,E449850
E680237,E326993
E680237,E715084
E199466,E222946
E199466,E072001
E199466,E446653
E318928,E196880
E318928,E464161
E703984,E343718
E210326,E396971
E210326,E649876
E993462,E162228
E993462,E788801
E993462,E548754
E993462,E227339
E993462,E462847
E664705,E185184
E664705,E956360
E664705,E015104
E664705,E478571
E913397,E128419
E913397,E043764
E913397,E185071
E839647,E252413
E839647,E207268
E839647,E605010
E967571,E961847
E967571,E430761
E967571,E720652
E801862,E845919
E801862,E760008
E801862,E913509
E957090,E119300
E957090,E330022
E656687,E053612
E656687,E675117
E656687,E226671
E656687,E996288
E712515,E814428
E712515,E338381
E712515,E642849
E712515,E068422
E399648,E474166
E399648,E074198
E399648,E215510
E608271,E052271
E608271,E305206
E608271,E471278
E608271,E371068
E615516,E920326
E582582,E731911
E582582,E368083
E582582,E335635
E582582,E041573
E582582,E824072
E800476,E875826
E800476,E981285
E800476,E041573
E800476,E053293
E986112,E423307
E986112,E031257
E986112,E712941
E309886,E779214
E309886,E729980
E309886,E369445
E309886,E316999
E309886,E860762
E373044,E210638
E373044,E111458
E373044,E076912
E343718,E466722
E343718,E039431
E951548,E318621
E951548,E482247
E951548,E185738
E951548,E368083
E951548,E078663
E246409,E117556
E246409,E971115
E246409,E189883
E246409,E713996
E274484,E368083
E274484,E504567
E274484,E144647
E274484,E855218
E274484,E244135
E818868,E528401
E818868,E865253
E818868,E863629
E818868,E566634
E818868,E645285
E878899,E051859
E878899,E399863
E357879,E284720
E357879,E051321
E357879,E094395
E357879,E666634
E357879,E163613
E027517,E715029
E027517,E891187
E027517,E755488
E027517,E110542
E230616,E399863
E230616,E880136
E230616,E496570
E033123,E514092
E033123,E841000
E742099,E747399
E742099,E170100
E742099,E495663
E271340,E322741
E271340,E337799
E589541,E932451
E589541,E433401
E589541,E112632
E589541,E284720
E589541,E514092
E122234,E801866
E122234,E170100
E122234,E499801
E236806,E726724
E236806,E801866
E747130,E805679
E747130,E577753
E747130,E330022
E792518,E462659
E792518,E019694
E792518,E156433
E792518,E490549
E576097,E785204
E576097,E825260
E494728,E150220
E494728,E860012
E494728,E477595
E494728,E418560
E494728,E593890
E323373,E070719
E323373,E076381
E323373,E904144
E323373,E317896
E323373,E552102
E814428,E642849
E814428,E021934
E814428,E284382
E814428,E961847
E814428,E440918
E442596,E051115
E442596,E401471
E442596,E545174
E442596,E080471
E442596,E456333
E231895,E554326
E231895,E425168
E231895,E401052
E440918,E068422
E440918,E399691
E440918,E222443
E440918,E504310
E595679,E430870
E595679,E346127
E595679,E812389
E595679,E593890
E595679,E349803
E415013,E318621
E415013,E244135
E415013,E092721
E415013,E540857
E755488,E205938
E755488,E253110
E755488,E373044
E392097,E326039
E392097,E258387
E392097,E448593
E392097,E645165
E193551,E817391
E193551,E163613
E193551,E841000
E193551,E284720
E640523,E915297
E640523,E671614
E640523,E266294
E640523,E792074
E640523,E207881
E705824,E027713
E705824,E976429
E705824,E387703
E705824,E356768
E705824,E066302
E163822,E770199
E163822,E216928
E123674,E993077
E123674,E066047
E123674,E332513
E123674,E576580
E351363,E869119
E351363,E450401
E351363,E080752
E106733,E770986
E106733,E615700
E106733,E821246
E568514,E529667
E568514,E341941
E318700,E593097
E318700,E654020
E318700,E322741
E659035,E891044
E659035,E368083
E659035,E335635
E769240,E658449
E769240,E222352
E769240,E323373
E769240,E259758
E548754,E486135
E548754,E114341
E548754,E162228
E027713,E375154
E027713,E464305
E027713,E173985
E135683,E385177
E135683,E041298
E835546,E642110
E835546,E436528
E835546,E891735
E230859,E185184
E230859,E397704
E230859,E507518
E965522,E773087
E965522,E167621
E965522,E424494
E965522,E150220
E330877,E560545
E330877,E906500
E430818,E160064
E755979,E092924
E755979,E621660
E755979,E333806
E755979,E735866
E915767,E093354
E915767,E356768
E801866,E726724
E801866,E202278
E294051,E744340
E294051,E764326
E292130,E937032
E292130,E497590
E292130,E080471
E292130,E304016
E292130,E984543
E425168,E801866
E425168,E594924
E425168,E054851
E632122,E514092
E632122,E284720
E754724,E891187
E754724,E535155
E754724,E528401
E754724,E252413
E754724,E668688
E215510,E074198
E215510,E875826
E215510,E318621
E215510,E842659
E215510,E158209
E142263,E358515
E142263,E335682
E142263,E497590
E142263,E545174
E375154,E983862
E375154,E639124
E375154,E464305
E375154,E304175
E375154,E665662
E915297,E865823
E915297,E621660
E915297,E552514
E205504,E215408
E205504,E843751
E205504,E979048
E205504,E649189
E205504,E123297
E596445,E829382
E596445,E425168
E596445,E066503
E596445,E453120
E596445,E742099
E090916,E933833
E090916,E945336
E090916,E611515
E090916,E815016
E433401,E609354
E433401,E660585
E188668,E871814
E188668,E792170
E809136,E152955
E809136,E902928
E809136,E891187
E809136,E818868
E304175,E639124
E304175,E418858
E304175,E897374
E932695,E577753
E932695,E180248
E932695,E710422
E932695,E451881
E932695,E770986
E746707,E642110
E746707,E726406
E746707,E788210
E746707,E978489
E532757,E626678
E532757,E410859
E070844,E179247
E070844,E364556
E533455,E837193
E533455,E632935
E533455,E669422
E533455,E703871
E533455,E811552
E478571,E275752
E478571,E861630
E478571,E122246
E478571,E006202
E132820,E801866
E132820,E919647
E132820,E500284
E132820,E217071
E132820,E634957
E368083,E875826
E368083,E517103
E368083,E855218
E368083,E891044
E066302,E938756
E066302,E728745
E066302,E762705
E504567,E888434
E504567,E215510
E504567,E188933
E504567,E177478
E504567,E068163
E537427,E517611
E537427,E518031
E599806,E680365
E599806,E262215
E599806,E677881
E599806,E838544
E927512,E312737
E927512,E992881
E927512,E882835
E212366,E790650
E212366,E511880
E212366,E865823
E212366,E252653
E212366,E527099
E622576,E151202
E622576,E655828
E622576,E436649
E622576,E104840
E769183,E925579
E769183,E092721
E769183,E547692
E769183,E209860
E334982,E487621
E334982,E906500
E334982,E769522
E705811,E490394
E705811,E350051
E705811,E185184
E705811,E311344
E705811,E811552
E058712,E395695
E058712,E199145
E477735,E420975
E477735,E386186
E477735,E077750
E477735,E921757
E396971,E169926
E396971,E514729
E396971,E068640
E593054,E128287
E593054,E097861
E593054,E540388
E593054,E120905
E679935,E217071
E679935,E236806
E679935,E862719
E446594,E358515
E446594,E082092
E477749,E605048
E477749,E315637
E571275,E782811
E571275,E471782
E571275,E385177
E244135,E504567
E244135,E163822
E244135,E188933
E070053,E151202
E070053,E517611
E070053,E759000
E051115,E892818
E051115,E644703
E051115,E364556
E051115,E480714
E051115,E937032
E122246,E769522
E122246,E294051
E122246,E704134
E122246,E507518
E122246,E350051
E845919,E844530
E845919,E111742
E845919,E763885
E845919,E411730
E383366,E420975
E383366,E880190
E383366,E882843
E383366,E616117
E938246,E295503
E938246,E474675
E938246,E107986
E785953,E866711
E785953,E252309
E785953,E874115
E785953,E527046
E142775,E199081
E142775,E984543
E478033,E108350
E478033,E346127
E593097,E720652
E593097,E969780
E593097,E807428
E593097,E843959
E509117,E517121
E509117,E422087
E749358,E475436
E749358,E089682
E749358,E706545
E749358,E799523
E749358,E965928
E880190,E068422
E880190,E430818
E880190,E882843
E880190,E344604
E880190,E440918
E133747,E380510
E133747,E757194
E319528,E781525
E319528,E708775
E319528,E386920
E319528,E927512
E319528,E454394
E156986,E020507
E156986,E589506
E156986,E660585
E508049,E215510
E508049,E875826
E508049,E209860
E508049,E417825
E119337,E722031
E119337,E202152
E026352,E090916
E026352,E534619
E471483,E860012
E471483,E326039
E471483,E150220
E471483,E258387
E471483,E418560
E950708,E473868
E950708,E305206
E021934,E817192
E021934,E979048
E706789,E157174
E706789,E423307
E706789,E010693
E719330,E764237
E719330,E222459
E719330,E605010
E703379,E467149
E703379,E156986
E210592,E533806
E210592,E511880
E210592,E568514
E210592,E372542
E436528,E978489
E436528,E642110
E436528,E226671
E451881,E770986
E451881,E090427
E183219,E148364
E183219,E576097
E158047,E394770
E158047,E445894
E158047,E506717
E158047,E147170
E189217,E197740
E189217,E430818
E078663,E724748
E078663,E582582
E078663,E602047
E078663,E891044
E151629,E130493
E151629,E197740
E151629,E869942
E151629,E556467
E151629,E357727
E863064,E450574
E863064,E410709
E889925,E932451
E889925,E817391
E889925,E104128
E889925,E655294
E665354,E662825
E665354,E824072
E710111,E576580
E710111,E394770
E710111,E696015
E710111,E079158
E635056,E494503
E635056,E450401
E450574,E236384
E450574,E788426
E450574,E764326
E450574,E411730
E450574,E811552
E939804,E255625
E939804,E785953
E939804,E396891
E047338,E215510
E047338,E417825
E047338,E990608
E047338,E396903
E047338,E662825
E449850,E705207
E449850,E258387
E449850,E326124
E449850,E150220
E996288,E053612
E996288,E759073
E996288,E780546
E907064,E066047
E907064,E394770
E907064,E670937
E907064,E423576
E482712,E703871
E482712,E068957
E482712,E744340
E216928,E047338
E216928,E504567
E216928,E144647
E594924,E170100
E594924,E883870
E594924,E453120
E025659,E305002
E025659,E089682
E025659,E878845
E410859,E556467
E410859,E123297
E410859,E929472
E870741,E659274
E870741,E468099
E870741,E336715
E870741,E355847
E870741,E608271
E584734,E840443
E584734,E847204
E584734,E181184
E691030,E711909
E691030,E450999
E186571,E443387
E186571,E504567
E186571,E318621
E186571,E990608
E417825,E368083
E417825,E074198
E417825,E318621
E990608,E399648
E990608,E787718
E990608,E092721
E114548,E041514
E114548,E019839
E507592,E166640
E507592,E068422
E507592,E578631
E507592,E125624
E507592,E222443
E066503,E212276
E066503,E582449
E094395,E112632
E094395,E605048
E486280,E609354
E486280,E983296
E019694,E739743
E019694,E801680
E019694,E515407
E093354,E977774
E093354,E983862
E093354,E019683
E093354,E173985
E316999,E825196
E316999,E807928
E592577,E427198
E592577,E514092
E592577,E491128
E443628,E697870
E443628,E318700
E443628,E563227
E443628,E642849
E443628,E972598
E631007,E829662
E631007,E750291
E631007,E185165
E932451,E164446
E932451,E491128
E932451,E497953
E932451,E667981
E649195,E648493
E649195,E482128
E649195,E125624
E937754,E475653
E937754,E672932
E937754,E683222
E937754,E170020
E265369,E571275
E265369,E471782
E667981,E889925
E667981,E094395
E667981,E783576
E191878,E316476
E191878,E041573
E191878,E073486
E191878,E399648
E191878,E415013
E401953,E803245
E401953,E731911
E401953,E283141
E401953,E504567
E621705,E569371
E621705,E639124
E482247,E875826
E482247,E803245
E482247,E092721
E482247,E659035
E748647,E792526
E748647,E530630
E748647,E415491
E373415,E976429
E373415,E043661
E373415,E602955
E679261,E160064
E679261,E482128
E597173,E847204
E597173,E707806
E199149,E207881
E199149,E232329
E368351,E706789
E368351,E868376
E173682,E232815
E173682,E663657
E173682,E259758
E173682,E691030
E499801,E440219
E499801,E231895
E185184,E632935
E185184,E794441
E090205,E295503
E090205,E514729
E090205,E205181
E090205,E367630
E090205,E396971
E208982,E533806
E208982,E915297
E208982,E043923
E505087,E234312
E505087,E968437
E157333,E750893
E157333,E326300
E157333,E482128
E157333,E540864
E450999,E421972
E450999,E904144
E552259,E560545
E552259,E669422
E552259,E334982
E236384,E884125
E236384,E525346
E236384,E084794
E236384,E763885
E010693,E368351
E010693,E634362
E519879,E915908
E519879,E782654
E519879,E386186
E519879,E142010
E519879,E708054
E730063,E283762
E730063,E003608
E730063,E487412
E919647,E726724
E919647,E054851
E919647,E149231
E483647,E715029
E483647,E809136
E483647,E373044
E350051,E861630
E350051,E764326
E350051,E845919
E649876,E514729
E649876,E169926
E634362,E756355
E634362,E484845
E071338,E727973
E071338,E520317
E071338,E937032
E071338,E179247
E071338,E419438
E705207,E477595
E705207,E259242
E705207,E041268
E415491,E613403
E415491,E929472
E415491,E420975
E415491,E322741
E744489,E756355
E744489,E706789
E744489,E487412
E215408,E626435
E215408,E593097
E907830,E351363
E907830,E589047
E907830,E950708
E907830,E473868
E254254,E813973
E254254,E153077
E053612,E642110
E053612,E858807
E053612,E482453
E053612,E746707
E053612,E610994
E419438,E545174
E419438,E281144
E419438,E867378
E419438,E342278
E499414,E972389
E499414,E788417
E499414,E467149
E499414,E889925
E003608,E484845
E003608,E739743
E003608,E792518
E825260,E918518
E825260,E304016
E825260,E568312
E068957,E769522
E068957,E411730
E068957,E788426
E068957,E487621
E068957,E533455
E152349,E471782
E152349,E705824
E897374,E471782
E897374,E983862
E897374,E093354
E888434,E875826
E888434,E261792
E888434,E508049
E888434,E215510
E888434,E417825
E071558,E440918
E071558,E843959
E071558,E593097
E071558,E750893
E420975,E972598
E420975,E069770
E420975,E807428
E420975,E782654
E420975,E469662
E889894,E133227
E889894,E482712
E099478,E119337
E099478,E746295
E099478,E205938
E119288,E316999
E119288,E779214
E635683,E609730
E635683,E890851
E635683,E718469
E635683,E880136
E635683,E407570
E490549,E699857
E490549,E744489
E490549,E193352
E207268,E252413
E207268,E041701
E207268,E811189
E207268,E468700
E337799,E344604
E337799,E562809
E337799,E383818
E349803,E448593
E349803,E965522
E057498,E440918
E057498,E145313
E057498,E847204
E315637,E889925
E315637,E272928
E315637,E345659
E315637,E400282
E315637,E980025
E110542,E242659
E110542,E556181
E110542,E955051
E110542,E023463
E760008,E411730
E760008,E800420
E760008,E889584
E414489,E616136
E414489,E128419
E414489,E683222
E111458,E719330
E111458,E922365
E111458,E891187
E164446,E641826
E164446,E589506
E164446,E889378
E072126,E742099
E072126,E453120
E579462,E415092
E579462,E938246
E579462,E295503
E579462,E514729
E579462,E690599
E202152,E328233
E202152,E052784
E202152,E766745
E202152,E110542
E456333,E914530
E456333,E965928
E456333,E568312
E456333,E867378
E456333,E520317
E283762,E423307
E283762,E815847
E283762,E487412
E283762,E691634
E252577,E889925
E252577,E104128
E252577,E094395
E646653,E939804
E646653,E409438
E646653,E882835
E646653,E399153
E955051,E152955
E955051,E863629
E955051,E844706
E955051,E605010
E535155,E253110
E535155,E863629
E535155,E210638
E735866,E865823
E735866,E199149
E409732,E902928
E409732,E538949
E288762,E883870
E288762,E500284
E288762,E596445
E821246,E388588
E821246,E631160
E821246,E119300
E821246,E615700
E803245,E209860
E803245,E368083
E803245,E261792
E803245,E047338
E830710,E482128
E830710,E357727
E830710,E289923
E041268,E477595
E041268,E108350
E041268,E258387
E041268,E460428
E671614,E708054
E671614,E660248
E316476,E396903
E316476,E770199
E316476,E384501
E316476,E047338
E316476,E665354
E990853,E349803
E990853,E108350
E990853,E116409
E990853,E968194
E990853,E326039
E344604,E613403
E344604,E431736
E344604,E813452
E328293,E316999
E328293,E609279
E304016,E380077
E304016,E504519
E304016,E358515
E727973,E281144
E727973,E639839
E727973,E199081
E494503,E355847
E494503,E450401
E494503,E788801
E682748,E106733
E682748,E803207
E682748,E247985
E682748,E932695
E720085,E662825
E720085,E482247
E720085,E041573
E720085,E078663
E993887,E540864
E993887,E597173
E993887,E233950
E993887,E616117
E993887,E338381
E978899,E858807
E978899,E619454
E978899,E436528
E978899,E226671
E978899,E952490
E411730,E837193
E411730,E299262
E556181,E278128
E556181,E099478
E556181,E891187
E556181,E005461
E556181,E396914
E178402,E120905
E178402,E343718
E178402,E540388
E817391,E911581
E817391,E284720
E817391,E433401
E817391,E245677
E817391,E693744
E051321,E246409
E051321,E477749
E051321,E889925
E051321,E405803
E151202,E496570
E151202,E316999
E151202,E925634
E828667,E364556
E828667,E677881
E828667,E179247
E828667,E467780
E092730,E069770
E092730,E705454
E092730,E068422
E092730,E609649
E680333,E142010
E680333,E993887
E680333,E148741
E256762,E590677
E256762,E898128
E655294,E181628
E655294,E027498
E655294,E295946
E655294,E336750
E414414,E639124
E414414,E173985
E414414,E705824
E087735,E552514
E087735,E381744
E087735,E236141
E087735,E735866
E928015,E923438
E928015,E252309
E305002,E702016
E305002,E727973
E305002,E576097
E305002,E883023
E342278,E699457
E342278,E844948
E342278,E480714
E921757,E792526
E921757,E817192
E921757,E151629
E840601,E880190
E840601,E401144
E840601,E083750
E840601,E125624
E395255,E634957
E395255,E499801
E395255,E066503
E395255,E883870
E124296,E181628
E124296,E245677
E124296,E345659
E124296,E641246
E124296,E193551
E560731,E199081
E560731,E419438
E711909,E663657
E711909,E323373
E801680,E791801
E801680,E283762
E801680,E010693
E387703,E701164
E387703,E041298
E257082,E744340
E257082,E067208
E257082,E015104
E257082,E845919
E257082,E760008
E450401,E950942
E450401,E355847
E103679,E737374
E103679,E338393
E103679,E126519
E103679,E120905
E012642,E552514
E012642,E357668
E012642,E341941
E012642,E915297
E128287,E815172
E128287,E330317
E133227,E803838
E133227,E084794
E133227,E171729
E813284,E053253
E813284,E413314
E813284,E026352
E844530,E967299
E844530,E913509
E258387,E860012
E258387,E448593
E258387,E150220
E258387,E961931
E258387,E595679
E560892,E710111
E560892,E332513
E560892,E157774
E560892,E066047
E613403,E965744
E613403,E401144
E338209,E208982
E338209,E586794
E869119,E788801
E869119,E659274
E869119,E052271
E869119,E494503
E780546,E610994
E780546,E835546
E780546,E891735
E679432,E679689
E679432,E683222
E395695,E188660
E395695,E358515
E568312,E464300
E568312,E334892
E362147,E118925
E362147,E509117
E362147,E566598
E166640,E383818
E166640,E969780
E166640,E189217
E166640,E499487
E426335,E267748
E426335,E028570
E426335,E713932
E426335,E026717
E426335,E534619
E873309,E053253
E873309,E090916
E873309,E026717
E873309,E833538
E873309,E426335
E073501,E480744
E073501,E739743
E073501,E712941
E259242,E150220
E259242,E460428
E259242,E471483
E259242,E478033
E259242,E748894
E507688,E965928
E507688,E552063
E267748,E945336
E267748,E576841
E046850,E812389
E046850,E593890
E046850,E961931
E046850,E307362
E046850,E748894
E855218,E186571
E855218,E396903
E855218,E232619
E784992,E802403
E784992,E631160
E784992,E739528
E784992,E450704
E784992,E413951
E913509,E764326
E913509,E257082
E728137,E189883
E728137,E497953
E728137,E137575
E728137,E865250
E360283,E802403
E360283,E648995
E360283,E090427
E226671,E617950
E226671,E746707
E226671,E891735
E226671,E366301
E644509,E776447
E644509,E482712
E644509,E015104
E644509,E122246
E207332,E381744
E207332,E168852
E207332,E671614
E207332,E149382
E207332,E511880
E715084,E595679
E715084,E812389
E715084,E477595
E282719,E425168
E282719,E726724
E282719,E122234
E915908,E189217
E915908,E197740
E959498,E215583
E959498,E929472
E959498,E123297
E959498,E697870
E458478,E505087
E458478,E262807
E458478,E635683
E302951,E649440
E302951,E660248
E358307,E187551
E358307,E712515
E243354,E166640
E243354,E395052
E243354,E137002
E914530,E075942
E914530,E644259
E989080,E236384
E989080,E708977
E878845,E334892
E878845,E456333
E878845,E599806
E475653,E983415
E475653,E128419
E288851,E386186
E288851,E869942
E744340,E788426
E744340,E760008
E744340,E311344
E088840,E681151
E088840,E232815
E088840,E609508
E088840,E318928
E645165,E705207
E645165,E116409
E645165,E460428
E824072,E177478
E824072,E144647
E824072,E862290
E277337,E257487
E277337,E644259
E509335,E759000
E509335,E537427
E509335,E559284
E509335,E316999
E509335,E309886
E223061,E960731
E223061,E814368
E179247,E442596
E179247,E875517
E179247,E262215
E179247,E644259
E969024,E353453
E969024,E845666
E528401,E372139
E528401,E902928
E549074,E747130
E549074,E790336
E549074,E615700
E549074,E247985
E715029,E865253
E715029,E811189
E715029,E202152
E715029,E111458
E147170,E907064
E147170,E394770
E147170,E873757
E399863,E135206
E399863,E410581
E904144,E631007
E904144,E691030
E691634,E073501
E691634,E815847
E691634,E730063
E691634,E490549
E880136,E590594
E880136,E527929
E880136,E458478
E919896,E285255
E919896,E692555
E631920,E222352
E631920,E323373
E631920,E317896
E631920,E829662
E631920,E769240
E052271,E993462
E052271,E468099
E084816,E285856
E084816,E142775
E831483,E743235
E831483,E071558
E884125,E989080
E884125,E889584
E884125,E525346
E884125,E067208
E315930,E243354
E315930,E649189
E315930,E748647
E315930,E383818
E315930,E108684
E028570,E370337
E028570,E413314
E028570,E939079
E149382,E269169
E149382,E671614
E149382,E708054
E287151,E550036
E287151,E462231
E287151,E476161
E661050,E334982
E661050,E811552
E661050,E003781
E713932,E897405
E894654,E429922
E894654,E414489
E894654,E961895
E894654,E197905
E333806,E467674
E333806,E792074
E333806,E149382
E170100,E862719
E170100,E293695
E170100,E738365
E978967,E783576
E978967,E467149
E978967,E477749
E676176,E824072
E676176,E547692
E676176,E602047
E676176,E540857
E713996,E467149
E713996,E491128
E713996,E033123
E272928,E782603
E272928,E499414
E722301,E123674
E722301,E445894
E722301,E935386
E722301,E993077
E722301,E292731
E332025,E490394
E332025,E913509
E152675,E507688
E152675,E639839
E152675,E199145
E547929,E093354
E547929,E265369
E536905,E641826
E536905,E427198
E427198,E315637
E427198,E932451
E016003,E676842
E016003,E747399
E560545,E299262
E560545,E185184
E560545,E906500
E033323,E436528
E033323,E607744
E033323,E482453
E033323,E352051
E517121,E435742
E517121,E632762
E517121,E422087
E326039,E593890
E326039,E041268
E807928,E609730
E807928,E466797
E807928,E505087
E807928,E655828
E807928,E309886
E607744,E891735
E607744,E788210
E607744,E352051
E706545,E844948
E706545,E346718
E706545,E439185
E706545,E984543
E706545,E914530
E150284,E978899
E150284,E835546
E150284,E482453
E150284,E619454
E150284,E656687
E401471,E706545
E401471,E844612
E071939,E222352
E071939,E466335
E071939,E196880
E357741,E335682
E357741,E025659
E145313,E222443
E145313,E831483
E145313,E312344
E145313,E813452
E979048,E482128
E979048,E344604
E168079,E338209
E168079,E333806
E168079,E372542
E168079,E586794
E168079,E865823
E069408,E067208
E069408,E411730
E069408,E330877
E069408,E068957
E960731,E523763
E960731,E825260
E960731,E497590
E107986,E367630
E107986,E150336
E107986,E106125
E107986,E690064
E868632,E429922
E868632,E598741
E156990,E983296
E156990,E252577
E156990,E112632
E718469,E807928
E718469,E399863
E476667,E938246
E476667,E840916
E776992,E788801
E776992,E958993
E776992,E227339
E186510,E550203
E186510,E873309
E662825,E215510
E662825,E401953
E662825,E875826
E644329,E527099
E644329,E533806
E644329,E828317
E644329,E212366
E644329,E357668
E626678,E712515
E626678,E007274
E626678,E187551
E626678,E649189
E843751,E189217
E843751,E961847
E843751,E563227
E053253,E186510
E053253,E267748
E462847,E468099
E462847,E659274
E148364,E152675
E148364,E984543
E148364,E439185
E003010,E631160
E003010,E972607
E003010,E850585
E003010,E710422
E003010,E857174
E550203,E534619
E550203,E370337
E550203,E611515
E110939,E287613
E110939,E068422
E110939,E593097
E110939,E482128
E110939,E243354
E609508,E259758
E609508,E464161
E732609,E257831
E732609,E373044
E732609,E891187
E949646,E375154
E949646,E041298
E772580,E491128
E772580,E911703
E772580,E935148
E772580,E486280
E772580,E971115
E450704,E803207
E450704,E802403
E450704,E692555
E510368,E027498
E510368,E271293
E632935,E764326
E632935,E788426
E632935,E967299
E632935,E837193
E632935,E979341
E762705,E078719
E762705,E757194
E156433,E739743
E156433,E480744
E156433,E484845
E156433,E868376
E769522,E788426
E769522,E236384
E495663,E747399
E322741,E976447
E322741,E680333
E322741,E068422
E322741,E289923
E027378,E499414
E027378,E051321
E027378,E516982
E027378,E272928
E027378,E655294
E311344,E171729
E311344,E661050
E311344,E276060
E889378,E562829
E889378,E461936
E090427,E349480
E090427,E615700
E090427,E972607
E090427,E285255
E090427,E330022
E335682,E535185
E335682,E408341
E511880,E790650
E511880,E372542
E511880,E828317
E138826,E185738
E138826,E177478
E138826,E490081
E138826,E862290
E815847,E010693
E815847,E889621
E815847,E480744
E815847,E648614
E413567,E722031
E413567,E535155
E658449,E552102
E658449,E088840
E089682,E814368
E089682,E357741
E089682,E705309
E089682,E148364
E089682,E075942
E520317,E914244
E520317,E480714
E520317,E507688
E520317,E188660
E520317,E364556
E367630,E735599
E367630,E205181
E631065,E158209
E631065,E335635
E739743,E282750
E739743,E010693
E677881,E058712
E677881,E639839
E677881,E838544
E470598,E187551
E470598,E654020
E308555,E163286
E308555,E556895
E308555,E169518
E765224,E186838
E765224,E857174
E765224,E615700
E285856,E358515
E285856,E814368
E737374,E343718
E737374,E540388
E737374,E097861
E737374,E703984
E737374,E126540
E507518,E664705
E507518,E769522
E082092,E281144
E082092,E439185
E082092,E785204
E475384,E626678
